transaction_id,member_id,transaction_date,store_code,product_category,quantity,amount,payment_method
T0000018372,M0000158,2021-03-19,S047,DAILY,5,837,CREDIT
T0000018373,M0000165,2021-03-19,S047,HOME,2,14135,CREDIT
T0000018374,M0000192,2021-03-19,S028,HOME,1,4494,CASH
T0000018375,M0000198,2021-03-19,S005,FOOD,3,5012,CREDIT
T0000018376,M0000203,2021-03-19,S033,FOOD,4,2297,EMONEY
T0000018377,M0000227,2021-03-19,S013,DAILY,1,11197,CASH
T0000018378,M0000268,2021-03-19,S015,APPAREL,1,4379,CREDIT
T0000018379,M0000002,2021-03-20,S032,APPAREL,3,9181,CREDIT
T0000018380,M0000077,2021-03-20,S030,DAILY,1,6250,CREDIT
T0000018381,M0000102,2021-03-20,S039,APPAREL,2,15288,EMONEY
T0000018382,M0000117,2021-03-20,S001,FOOD,5,565,CREDIT
T0000018383,M0000118,2021-03-20,S037,HOME,2,7484,CREDIT
T0000018384,M0000118,2021-03-20,S007,APPAREL,1,26241,CASH
T0000018385,M0000136,2021-03-20,S001,FOOD,1,14948,CREDIT
T0000018386,M0000150,2021-03-20,S002,FOOD,6,4464,CREDIT
T0000018387,M0000157,2021-03-20,S045,FOOD,3,8169,DEBIT
T0000018388,M0000187,2021-03-20,S044,DAILY,3,325,EMONEY
T0000018389,M0000193,2021-03-20,S040,BOOKS,2,6458,CREDIT
T0000018390,M0000197,2021-03-20,S020,DAILY,2,7922,EMONEY
T0000018391,M0000200,2021-03-20,S047,BOOKS,4,4974,CREDIT
T0000018392,M0000257,2021-03-20,S031,DAILY,2,6682,CREDIT
T0000018393,M0000263,2021-03-20,S008,BOOKS,2,2024,CREDIT
T0000018394,M0000272,2021-03-20,S003,BOOKS,1,243,CREDIT
T0000018395,M0000006,2021-03-21,S006,ELECTRONICS,2,41685,CREDIT
T0000018396,M0000024,2021-03-21,S026,FOOD,2,11097,CREDIT
T0000018397,M0000058,2021-03-21,S038,HOME,4,11941,CASH
T0000018398,M0000119,2021-03-21,S045,APPAREL,1,7790,EMONEY
T0000018399,M0000232,2021-03-21,S009,HOME,4,7015,CREDIT
T0000018400,M0000250,2021-03-21,S036,APPAREL,1,8608,DEBIT
T0000018401,M0000257,2021-03-21,S050,APPAREL,2,37710,EMONEY
T0000018402,M0000300,2021-03-21,S011,APPAREL,1,45911,CREDIT
T0000018403,M0000037,2021-03-22,S020,FOOD,7,4983,CREDIT
T0000018404,M0000106,2021-03-22,S039,FOOD,4,11953,CREDIT
T0000018405,M0000111,2021-03-22,S028,FOOD,2,4281,CREDIT
T0000018406,M0000135,2021-03-22,S021,APPAREL,2,2950,CREDIT
T0000018407,M0000224,2021-03-22,S021,FOOD,6,5951,CREDIT
T0000018408,M0000275,2021-03-22,S034,FOOD,1,4316,CREDIT
T0000018409,M0000031,2021-03-23,S044,APPAREL,2,14176,EMONEY
T0000018410,M0000059,2021-03-23,S015,DAILY,1,7046,EMONEY
T0000018411,M0000111,2021-03-23,S036,BOOKS,2,1381,DEBIT
T0000018412,M0000136,2021-03-23,S042,DAILY,7,8359,CREDIT
T0000018413,M0000155,2021-03-23,S037,FOOD,4,3185,CREDIT
T0000018414,M0000165,2021-03-23,S036,DAILY,4,15602,CREDIT
T0000018415,M0000166,2021-03-23,S043,ELECTRONICS,1,62595,CREDIT
T0000018416,M0000169,2021-03-23,S025,APPAREL,2,50767,DEBIT
T0000018417,M0000187,2021-03-23,S011,FOOD,4,1526,CASH
T0000018418,M0000227,2021-03-23,S008,APPAREL,2,32205,DEBIT
T0000018419,M0000250,2021-03-23,S031,FOOD,3,12728,CREDIT
T0000018420,M0000271,2021-03-23,S003,DAILY,4,757,CREDIT
T0000018421,M0000024,2021-03-24,S038,APPAREL,2,27160,CREDIT
T0000018422,M0000075,2021-03-24,S017,APPAREL,1,9072,CASH
T0000018423,M0000098,2021-03-24,S047,FOOD,7,2349,CREDIT
T0000018424,M0000119,2021-03-24,S041,DAILY,3,646,CASH
T0000018425,M0000150,2021-03-24,S020,APPAREL,2,22475,CREDIT
T0000018426,M0000231,2021-03-24,S018,APPAREL,2,6229,POINT
T0000018427,M0000270,2021-03-24,S030,HOME,3,5303,CASH
T0000018428,M0000006,2021-03-25,S046,HOME,2,17404,DEBIT
T0000018429,M0000091,2021-03-25,S027,APPAREL,3,1432,CASH
T0000018430,M0000123,2021-03-25,S037,DAILY,2,846,POINT
T0000018431,M0000128,2021-03-25,S028,DAILY,3,2133,CREDIT
T0000018432,M0000234,2021-03-25,S033,HOME,2,12391,CASH
T0000018433,M0000235,2021-03-25,S004,FOOD,4,9352,POINT
T0000018434,M0000240,2021-03-25,S032,FOOD,2,14081,CREDIT
T0000018435,M0000053,2021-03-26,S030,FOOD,6,7543,CREDIT
T0000018436,M0000072,2021-03-26,S035,FOOD,5,11481,DEBIT
T0000018437,M0000118,2021-03-26,S031,FOOD,2,5989,DEBIT
T0000018438,M0000150,2021-03-26,S026,HOME,1,30882,DEBIT
T0000018439,M0000183,2021-03-26,S006,APPAREL,3,7210,CREDIT
T0000018440,M0000233,2021-03-26,S012,DAILY,5,1159,CREDIT
T0000018441,M0000245,2021-03-26,S002,FOOD,5,728,CREDIT
T0000018442,M0000035,2021-03-27,S028,DAILY,4,2871,EMONEY
T0000018443,M0000048,2021-03-27,S003,HOME,3,12391,EMONEY
T0000018444,M0000059,2021-03-27,S021,FOOD,4,9159,EMONEY
T0000018445,M0000078,2021-03-27,S028,FOOD,6,9421,CREDIT
T0000018446,M0000097,2021-03-27,S022,FOOD,3,4664,EMONEY
T0000018447,M0000119,2021-03-27,S022,APPAREL,1,737,CREDIT
T0000018448,M0000154,2021-03-27,S005,FOOD,6,3677,POINT
T0000018449,M0000174,2021-03-27,S041,BOOKS,1,8169,CREDIT
T0000018450,M0000202,2021-03-27,S030,APPAREL,3,5202,CASH
T0000018451,M0000213,2021-03-27,S010,FOOD,8,23604,CASH
T0000018452,M0000245,2021-03-27,S030,FOOD,4,10850,DEBIT
T0000018453,M0000257,2021-03-27,S040,BOOKS,3,38048,CREDIT
T0000018454,M0000042,2021-03-28,S024,ELECTRONICS,1,2805,DEBIT
T0000018455,M0000075,2021-03-28,S030,DAILY,2,570,EMONEY
T0000018456,M0000077,2021-03-28,S035,ELECTRONICS,2,32861,EMONEY
T0000018457,M0000108,2021-03-28,S020,FOOD,5,6790,CASH
T0000018458,M0000158,2021-03-28,S020,HOME,1,11490,EMONEY
T0000018459,M0000272,2021-03-28,S019,BOOKS,2,1170,CREDIT
T0000018460,M0000002,2021-03-29,S004,FOOD,4,15148,EMONEY
T0000018461,M0000050,2021-03-29,S013,FOOD,5,12774,CREDIT
T0000018462,M0000062,2021-03-29,S036,FOOD,5,2718,CASH
T0000018463,M0000097,2021-03-29,S012,FOOD,2,8021,CASH
T0000018464,M0000122,2021-03-29,S050,FOOD,6,4153,POINT
T0000018465,M0000157,2021-03-29,S016,ELECTRONICS,1,17685,CREDIT
T0000018466,M0000165,2021-03-29,S032,FOOD,4,5949,CREDIT
T0000018467,M0000174,2021-03-29,S027,FOOD,6,2004,CREDIT
T0000018468,M0000206,2021-03-29,S022,FOOD,1,8596,EMONEY
T0000018469,M0000270,2021-03-29,S001,APPAREL,2,4633,EMONEY
T0000018470,M0000275,2021-03-29,S036,HOME,1,7214,CREDIT
T0000018471,M0000300,2021-03-29,S032,FOOD,3,3254,CREDIT
T0000018472,M0000202,2021-03-30,S035,FOOD,7,3788,CREDIT
T0000018473,M0000213,2021-03-30,S006,BOOKS,2,4714,CREDIT
T0000018474,M0000227,2021-03-30,S048,FOOD,3,8417,CREDIT
T0000018475,M0000233,2021-03-30,S043,FOOD,4,831,CREDIT
T0000018476,M0000236,2021-03-30,S030,APPAREL,2,13174,CASH
T0000018477,M0000024,2021-03-31,S023,FOOD,3,7659,EMONEY
T0000018478,M0000038,2021-03-31,S015,ELECTRONICS,1,26818,EMONEY
T0000018479,M0000075,2021-03-31,S008,APPAREL,2,3081,CASH
T0000018480,M0000083,2021-03-31,S011,FOOD,3,2968,CREDIT
T0000018481,M0000118,2021-03-31,S020,APPAREL,1,16439,DEBIT
T0000018482,M0000128,2021-03-31,S049,DAILY,2,2701,DEBIT
T0000018483,M0000187,2021-03-31,S034,APPAREL,2,499,CREDIT
T0000018484,M0000250,2021-03-31,S040,FOOD,5,9300,EMONEY
T0000018485,M0000293,2021-03-31,S049,FOOD,6,12231,EMONEY
T0000018486,M0000024,2021-04-01,S042,HOME,1,31186,EMONEY
T0000018487,M0000040,2021-04-01,S036,FOOD,3,16222,EMONEY
T0000018488,M0000050,2021-04-01,S016,DAILY,4,10569,CASH
T0000018489,M0000062,2021-04-01,S042,BOOKS,1,774,CREDIT
T0000018490,M0000109,2021-04-01,S034,DAILY,2,212,CASH
T0000018491,M0000130,2021-04-01,S042,APPAREL,1,11672,CASH
T0000018492,M0000130,2021-04-01,S044,DAILY,3,4336,CREDIT
T0000018493,M0000150,2021-04-01,S005,HOME,1,43408,CREDIT
T0000018494,M0000154,2021-04-01,S007,BOOKS,2,1118,EMONEY
T0000018495,M0000165,2021-04-01,S005,HOME,1,22716,EMONEY
T0000018496,M0000270,2021-04-01,S046,APPAREL,4,757,DEBIT
T0000018497,M0000078,2021-04-02,S042,FOOD,3,6463,POINT
T0000018498,M0000102,2021-04-02,S031,HOME,2,34779,EMONEY
T0000018499,M0000111,2021-04-02,S050,APPAREL,5,12458,EMONEY
T0000018500,M0000126,2021-04-02,S012,FOOD,4,1441,CREDIT
T0000018501,M0000158,2021-04-02,S050,APPAREL,1,16183,CREDIT
T0000018502,M0000198,2021-04-02,S035,HOME,2,23150,CREDIT
T0000018503,M0000293,2021-04-02,S049,APPAREL,1,8835,POINT
T0000018504,M0000024,2021-04-03,S004,APPAREL,1,11819,CASH
T0000018505,M0000025,2021-04-03,S034,APPAREL,1,18057,CREDIT
T0000018506,M0000075,2021-04-03,S029,HOME,2,14187,DEBIT
T0000018507,M0000120,2021-04-03,S036,FOOD,4,8355,CREDIT
T0000018508,M0000122,2021-04-03,S028,FOOD,7,6095,EMONEY
T0000018509,M0000157,2021-04-03,S008,FOOD,1,12927,CREDIT
T0000018510,M0000271,2021-04-03,S020,DAILY,2,337,CASH
T0000018511,M0000050,2021-04-04,S043,APPAREL,2,14041,EMONEY
T0000018512,M0000169,2021-04-04,S019,FOOD,2,25151,CREDIT
T0000018513,M0000200,2021-04-04,S038,FOOD,5,764,CREDIT
T0000018514,M0000227,2021-04-04,S021,DAILY,3,2045,CREDIT
T0000018515,M0000231,2021-04-04,S025,APPAREL,3,5969,EMONEY
T0000018516,M0000250,2021-04-04,S025,BOOKS,2,8357,CASH
T0000018517,M0000272,2021-04-04,S029,APPAREL,2,8000,EMONEY
T0000018518,M0000039,2021-04-05,S027,APPAREL,1,21406,DEBIT
T0000018519,M0000132,2021-04-05,S027,FOOD,4,20211,CREDIT
T0000018520,M0000134,2021-04-05,S016,BOOKS,5,3940,CREDIT
T0000018521,M0000174,2021-04-05,S021,DAILY,4,2987,EMONEY
T0000018522,M0000192,2021-04-05,S046,HOME,1,566,CREDIT
T0000018523,M0000227,2021-04-05,S021,DAILY,2,6705,DEBIT
T0000018524,M0000246,2021-04-05,S032,APPAREL,3,7357,EMONEY
T0000018525,M0000002,2021-04-06,S045,BOOKS,1,41935,EMONEY
T0000018526,M0000021,2021-04-06,S044,ELECTRONICS,1,26084,CREDIT
T0000018527,M0000056,2021-04-06,S017,ELECTRONICS,1,3163,CREDIT
T0000018528,M0000191,2021-04-06,S002,DAILY,4,14616,CASH
T0000018529,M0000193,2021-04-06,S014,DAILY,3,1905,EMONEY
T0000018530,M0000206,2021-04-06,S035,FOOD,2,2367,CREDIT
T0000018531,M0000213,2021-04-06,S031,APPAREL,2,6174,POINT
T0000018532,M0000224,2021-04-06,S001,APPAREL,1,5348,CREDIT
T0000018533,M0000063,2021-04-07,S014,FOOD,3,1971,CREDIT
T0000018534,M0000120,2021-04-07,S048,FOOD,4,1776,CREDIT
T0000018535,M0000123,2021-04-07,S031,FOOD,4,398,DEBIT
T0000018536,M0000182,2021-04-07,S032,FOOD,4,1965,POINT
T0000018537,M0000223,2021-04-07,S030,FOOD,4,1169,DEBIT
T0000018538,M0000021,2021-04-08,S003,APPAREL,2,34873,EMONEY
T0000018539,M0000031,2021-04-08,S002,HOME,1,41708,CREDIT
T0000018540,M0000062,2021-04-08,S039,ELECTRONICS,1,44738,CASH
T0000018541,M0000077,2021-04-08,S007,DAILY,3,2222,DEBIT
T0000018542,M0000077,2021-04-08,S034,APPAREL,2,16975,DEBIT
T0000018543,M0000118,2021-04-08,S015,FOOD,5,10925,CASH
T0000018544,M0000150,2021-04-08,S015,FOOD,3,16135,DEBIT
T0000018545,M0000246,2021-04-08,S023,HOME,1,60079,CREDIT
T0000018546,M0000263,2021-04-08,S024,FOOD,1,765,CREDIT
T0000018547,M0000293,2021-04-08,S038,FOOD,2,6492,CREDIT
T0000018548,M0000297,2021-04-08,S010,FOOD,5,3825,EMONEY
T0000018549,M0000048,2021-04-09,S032,FOOD,3,5656,CREDIT
T0000018550,M0000050,2021-04-09,S047,DAILY,3,24011,DEBIT
T0000018551,M0000062,2021-04-09,S003,FOOD,3,5465,DEBIT
T0000018552,M0000200,2021-04-09,S005,FOOD,5,701,CREDIT
T0000018553,M0000248,2021-04-09,S034,FOOD,3,9853,POINT
T0000018554,M0000257,2021-04-09,S046,FOOD,5,11908,EMONEY
T0000018555,M0000042,2021-04-10,S003,ELECTRONICS,1,1168,CREDIT
T0000018556,M0000071,2021-04-10,S034,FOOD,4,12440,CREDIT
T0000018557,M0000150,2021-04-10,S006,ELECTRONICS,1,88341,DEBIT
T0000018558,M0000165,2021-04-10,S012,APPAREL,2,3302,CASH
T0000018559,M0000174,2021-04-10,S002,FOOD,3,3108,CREDIT
T0000018560,M0000200,2021-04-10,S017,DAILY,5,3667,CREDIT
T0000018561,M0000262,2021-04-10,S017,FOOD,4,2430,CASH
T0000018562,M0000269,2021-04-10,S043,APPAREL,4,6117,EMONEY
T0000018563,M0000029,2021-04-11,S026,BOOKS,3,2541,POINT
T0000018564,M0000038,2021-04-11,S018,FOOD,7,2379,CREDIT
T0000018565,M0000039,2021-04-11,S042,FOOD,5,8007,CASH
T0000018566,M0000059,2021-04-11,S024,FOOD,6,15541,CREDIT
T0000018567,M0000059,2021-04-11,S025,BOOKS,3,22679,EMONEY
T0000018568,M0000061,2021-04-11,S042,FOOD,4,4458,EMONEY
T0000018569,M0000111,2021-04-11,S009,FOOD,3,5480,CREDIT
T0000018570,M0000131,2021-04-11,S014,APPAREL,4,3348,EMONEY
T0000018571,M0000259,2021-04-11,S022,FOOD,2,1900,POINT
T0000018572,M0000096,2021-04-12,S007,HOME,2,9507,CREDIT
T0000018573,M0000200,2021-04-12,S008,APPAREL,2,6025,CREDIT
T0000018574,M0000200,2021-04-12,S012,APPAREL,4,18850,DEBIT
T0000018575,M0000236,2021-04-12,S034,FOOD,3,4526,EMONEY
T0000018576,M0000021,2021-04-13,S005,APPAREL,2,30659,DEBIT
T0000018577,M0000050,2021-04-13,S007,FOOD,3,9870,CASH
T0000018578,M0000190,2021-04-13,S018,FOOD,4,3772,EMONEY
T0000018579,M0000217,2021-04-13,S045,HOME,2,3558,DEBIT
T0000018580,M0000223,2021-04-13,S006,HOME,1,13836,CASH
T0000018581,M0000225,2021-04-13,S013,APPAREL,2,14049,EMONEY
T0000018582,M0000236,2021-04-13,S043,FOOD,8,3227,EMONEY
T0000018583,M0000238,2021-04-13,S016,FOOD,4,4462,CREDIT
T0000018584,M0000246,2021-04-13,S024,DAILY,2,3714,EMONEY
T0000018585,M0000248,2021-04-13,S021,APPAREL,2,58718,CREDIT
T0000018586,M0000002,2021-04-14,S008,APPAREL,2,93699,CREDIT
T0000018587,M0000021,2021-04-14,S041,HOME,2,18608,CREDIT
T0000018588,M0000038,2021-04-14,S041,FOOD,3,3351,CASH
T0000018589,M0000059,2021-04-14,S007,DAILY,4,17304,DEBIT
T0000018590,M0000059,2021-04-14,S036,FOOD,2,7094,DEBIT
T0000018591,M0000061,2021-04-14,S047,ELECTRONICS,1,33204,EMONEY
T0000018592,M0000094,2021-04-14,S023,APPAREL,2,275,EMONEY
T0000018593,M0000129,2021-04-14,S034,DAILY,5,3358,CREDIT
T0000018594,M0000200,2021-04-14,S021,ELECTRONICS,1,34368,POINT
T0000018595,M0000200,2021-04-14,S023,DAILY,3,449,CREDIT
T0000018596,M0000226,2021-04-14,S014,FOOD,4,2996,DEBIT
T0000018597,M0000245,2021-04-14,S032,FOOD,7,4368,POINT
T0000018598,M0000002,2021-04-15,S024,APPAREL,2,20874,DEBIT
T0000018599,M0000037,2021-04-15,S019,ELECTRONICS,1,5756,CREDIT
T0000018600,M0000050,2021-04-15,S050,ELECTRONICS,2,56957,CREDIT
T0000018601,M0000078,2021-04-15,S012,FOOD,4,5949,DEBIT
T0000018602,M0000118,2021-04-15,S008,FOOD,4,1741,CASH
T0000018603,M0000148,2021-04-15,S010,FOOD,6,512,CREDIT
T0000018604,M0000150,2021-04-15,S036,HOME,1,19026,CREDIT
T0000018605,M0000156,2021-04-15,S018,FOOD,4,2375,CASH
T0000018606,M0000169,2021-04-15,S008,DAILY,5,47413,EMONEY
T0000018607,M0000203,2021-04-15,S037,HOME,1,50004,DEBIT
T0000018608,M0000229,2021-04-15,S017,HOME,1,9285,CREDIT
T0000018609,M0000229,2021-04-15,S002,HOME,2,13459,CASH
T0000018610,M0000251,2021-04-15,S007,DAILY,4,3858,CREDIT
T0000018611,M0000280,2021-04-15,S024,ELECTRONICS,1,15289,CREDIT
T0000018612,M0000009,2021-04-16,S012,FOOD,3,5917,CREDIT
T0000018613,M0000096,2021-04-16,S016,FOOD,5,1730,CASH
T0000018614,M0000096,2021-04-16,S044,HOME,1,1110,CREDIT
T0000018615,M0000096,2021-04-16,S011,BOOKS,4,10634,CASH
T0000018616,M0000109,2021-04-16,S035,APPAREL,2,4912,POINT
T0000018617,M0000134,2021-04-16,S040,FOOD,3,588,CASH
T0000018618,M0000206,2021-04-16,S041,APPAREL,2,14927,CASH
T0000018619,M0000237,2021-04-16,S024,DAILY,4,553,CREDIT
T0000018620,M0000250,2021-04-16,S047,BOOKS,2,12778,DEBIT
T0000018621,M0000293,2021-04-16,S001,HOME,3,30125,EMONEY
T0000018622,M0000002,2021-04-17,S014,FOOD,6,29474,CREDIT
T0000018623,M0000062,2021-04-17,S035,ELECTRONICS,1,35358,EMONEY
T0000018624,M0000094,2021-04-17,S034,FOOD,4,3543,EMONEY
T0000018625,M0000165,2021-04-17,S002,APPAREL,1,4993,DEBIT
T0000018626,M0000245,2021-04-17,S027,FOOD,5,7528,EMONEY
T0000018627,M0000257,2021-04-17,S043,ELECTRONICS,1,22665,EMONEY
T0000018628,M0000263,2021-04-17,S036,APPAREL,3,14313,EMONEY
T0000018629,M0000022,2021-04-18,S028,FOOD,3,4613,CASH
T0000018630,M0000058,2021-04-18,S001,HOME,4,18297,EMONEY
T0000018631,M0000069,2021-04-18,S046,FOOD,3,5709,CASH
T0000018632,M0000075,2021-04-18,S048,FOOD,7,1928,POINT
T0000018633,M0000091,2021-04-18,S050,FOOD,4,1354,CREDIT
T0000018634,M0000140,2021-04-18,S004,FOOD,3,5793,EMONEY
T0000018635,M0000185,2021-04-18,S008,APPAREL,2,21766,CREDIT
T0000018636,M0000192,2021-04-18,S003,APPAREL,3,721,CASH
T0000018637,M0000200,2021-04-18,S047,DAILY,4,2326,CASH
T0000018638,M0000203,2021-04-18,S025,BOOKS,3,7540,EMONEY
T0000018639,M0000236,2021-04-18,S017,FOOD,4,8814,DEBIT
T0000018640,M0000245,2021-04-18,S048,BOOKS,3,7943,CASH
T0000018641,M0000247,2021-04-18,S036,FOOD,5,3834,CREDIT
T0000018642,M0000289,2021-04-18,S042,APPAREL,2,27978,DEBIT
T0000018643,M0000006,2021-04-19,S014,FOOD,3,8945,EMONEY
T0000018644,M0000006,2021-04-19,S015,APPAREL,2,18259,DEBIT
T0000018645,M0000031,2021-04-19,S043,APPAREL,1,7738,EMONEY
T0000018646,M0000035,2021-04-19,S036,FOOD,6,1616,POINT
T0000018647,M0000038,2021-04-19,S041,BOOKS,1,4217,EMONEY
T0000018648,M0000050,2021-04-19,S007,FOOD,4,2517,EMONEY
T0000018649,M0000061,2021-04-19,S009,DAILY,2,6010,CREDIT
T0000018650,M0000071,2021-04-19,S025,DAILY,4,4190,CREDIT
T0000018651,M0000122,2021-04-19,S010,FOOD,8,8548,CREDIT
T0000018652,M0000136,2021-04-19,S041,FOOD,2,6813,EMONEY
T0000018653,M0000148,2021-04-19,S027,HOME,2,7497,EMONEY
T0000018654,M0000165,2021-04-19,S007,FOOD,5,24646,POINT
T0000018655,M0000202,2021-04-19,S043,DAILY,3,66,CASH
T0000018656,M0000275,2021-04-19,S047,APPAREL,1,1022,EMONEY
T0000018657,M0000006,2021-04-20,S045,HOME,2,6808,CREDIT
T0000018658,M0000069,2021-04-20,S023,FOOD,3,3145,CREDIT
T0000018659,M0000096,2021-04-20,S016,FOOD,8,6576,DEBIT
T0000018660,M0000106,2021-04-20,S050,ELECTRONICS,1,30747,CREDIT
T0000018661,M0000136,2021-04-20,S033,DAILY,3,6397,CASH
T0000018662,M0000150,2021-04-20,S037,APPAREL,1,27245,CREDIT
T0000018663,M0000202,2021-04-20,S027,FOOD,7,7068,DEBIT
T0000018664,M0000204,2021-04-20,S042,FOOD,9,4126,EMONEY
T0000018665,M0000228,2021-04-20,S026,DAILY,3,4521,EMONEY
T0000018666,M0000234,2021-04-20,S046,HOME,2,7985,CASH
T0000018667,M0000236,2021-04-20,S009,APPAREL,4,6842,CASH
T0000018668,M0000035,2021-04-21,S012,APPAREL,1,2344,CASH
T0000018669,M0000056,2021-04-21,S040,FOOD,4,1390,POINT
T0000018670,M0000094,2021-04-21,S006,APPAREL,1,10669,CASH
T0000018671,M0000096,2021-04-21,S022,ELECTRONICS,1,17447,EMONEY
T0000018672,M0000096,2021-04-21,S021,DAILY,5,4988,CREDIT
T0000018673,M0000102,2021-04-21,S003,DAILY,3,2122,EMONEY
T0000018674,M0000122,2021-04-21,S025,BOOKS,2,2933,EMONEY
T0000018675,M0000150,2021-04-21,S031,DAILY,4,5250,CREDIT
T0000018676,M0000204,2021-04-21,S028,FOOD,2,6031,EMONEY
T0000018677,M0000248,2021-04-21,S040,APPAREL,4,26800,DEBIT
T0000018678,M0000250,2021-04-21,S032,HOME,1,37359,CASH
T0000018679,M0000293,2021-04-21,S003,FOOD,3,4860,EMONEY
T0000018680,M0000009,2021-04-22,S031,ELECTRONICS,1,68137,CREDIT
T0000018681,M0000027,2021-04-22,S031,DAILY,3,2369,DEBIT
T0000018682,M0000029,2021-04-22,S002,BOOKS,2,933,CREDIT
T0000018683,M0000087,2021-04-22,S035,FOOD,4,29752,EMONEY
T0000018684,M0000097,2021-04-22,S048,BOOKS,5,4213,EMONEY
T0000018685,M0000128,2021-04-22,S025,ELECTRONICS,1,15522,CASH
T0000018686,M0000152,2021-04-22,S001,ELECTRONICS,1,34558,CASH
T0000018687,M0000175,2021-04-22,S041,FOOD,3,2009,CASH
T0000018688,M0000248,2021-04-22,S006,APPAREL,1,34520,CASH
T0000018689,M0000285,2021-04-22,S035,FOOD,2,1996,EMONEY
T0000018690,M0000096,2021-04-23,S029,HOME,1,32829,DEBIT
T0000018691,M0000134,2021-04-23,S050,APPAREL,3,11912,CREDIT
T0000018692,M0000140,2021-04-23,S016,FOOD,3,6193,CREDIT
T0000018693,M0000156,2021-04-23,S011,APPAREL,2,10564,CASH
T0000018694,M0000174,2021-04-23,S024,APPAREL,2,12170,DEBIT
T0000018695,M0000024,2021-04-24,S008,DAILY,6,17197,CREDIT
T0000018696,M0000024,2021-04-24,S047,FOOD,4,7293,CREDIT
T0000018697,M0000034,2021-04-24,S002,DAILY,3,83,DEBIT
T0000018698,M0000097,2021-04-24,S042,APPAREL,1,12627,CREDIT
T0000018699,M0000108,2021-04-24,S038,FOOD,3,203,DEBIT
T0000018700,M0000140,2021-04-24,S017,FOOD,3,7582,CREDIT
T0000018701,M0000204,2021-04-24,S042,ELECTRONICS,2,33601,CREDIT
T0000018702,M0000238,2021-04-24,S050,APPAREL,1,11285,CREDIT
T0000018703,M0000272,2021-04-24,S046,FOOD,4,3405,CREDIT
T0000018704,M0000285,2021-04-24,S046,HOME,1,5681,CREDIT
T0000018705,M0000024,2021-04-25,S018,DAILY,3,16339,POINT
T0000018706,M0000111,2021-04-25,S037,DAILY,3,1725,DEBIT
T0000018707,M0000111,2021-04-25,S023,APPAREL,3,2419,DEBIT
T0000018708,M0000111,2021-04-25,S020,APPAREL,2,3172,CASH
T0000018709,M0000128,2021-04-25,S018,HOME,1,2415,DEBIT
T0000018710,M0000134,2021-04-25,S006,DAILY,2,4117,EMONEY
T0000018711,M0000156,2021-04-25,S035,APPAREL,1,14066,CREDIT
T0000018712,M0000183,2021-04-25,S017,FOOD,3,1421,DEBIT
T0000018713,M0000202,2021-04-25,S038,DAILY,2,598,CREDIT
T0000018714,M0000236,2021-04-25,S022,FOOD,3,10875,CREDIT
T0000018715,M0000245,2021-04-25,S025,BOOKS,4,2017,POINT
T0000018716,M0000271,2021-04-25,S016,BOOKS,2,999,DEBIT
T0000018717,M0000019,2021-04-26,S003,FOOD,4,545,CREDIT
T0000018718,M0000123,2021-04-26,S044,APPAREL,1,24685,CREDIT
T0000018719,M0000134,2021-04-26,S009,DAILY,3,3828,EMONEY
T0000018720,M0000169,2021-04-26,S001,HOME,2,100266,CREDIT
T0000018721,M0000203,2021-04-26,S021,DAILY,4,1227,CREDIT
T0000018722,M0000294,2021-04-26,S044,DAILY,3,437,DEBIT
T0000018723,M0000031,2021-04-27,S039,ELECTRONICS,1,11368,EMONEY
T0000018724,M0000097,2021-04-27,S018,FOOD,2,10927,EMONEY
T0000018725,M0000155,2021-04-27,S029,ELECTRONICS,1,60158,DEBIT
T0000018726,M0000173,2021-04-27,S032,FOOD,6,4416,CREDIT
T0000018727,M0000227,2021-04-27,S019,HOME,3,5425,CREDIT
T0000018728,M0000238,2021-04-27,S017,FOOD,3,6235,CREDIT
T0000018729,M0000245,2021-04-27,S030,FOOD,4,8922,CREDIT
T0000018730,M0000266,2021-04-27,S024,FOOD,8,770,DEBIT
T0000018731,M0000029,2021-04-28,S029,APPAREL,1,2932,DEBIT
T0000018732,M0000066,2021-04-28,S012,FOOD,5,6999,POINT
T0000018733,M0000119,2021-04-28,S026,DAILY,3,3040,DEBIT
T0000018734,M0000131,2021-04-28,S040,HOME,2,20942,CREDIT
T0000018735,M0000002,2021-04-29,S010,HOME,1,97833,CREDIT
T0000018736,M0000038,2021-04-29,S005,FOOD,1,933,EMONEY
T0000018737,M0000056,2021-04-29,S023,FOOD,6,4205,EMONEY
T0000018738,M0000059,2021-04-29,S046,DAILY,2,8188,EMONEY
T0000018739,M0000061,2021-04-29,S007,FOOD,9,2253,EMONEY
T0000018740,M0000083,2021-04-29,S026,DAILY,3,156,DEBIT
T0000018741,M0000111,2021-04-29,S003,FOOD,2,1282,CREDIT
T0000018742,M0000111,2021-04-29,S028,FOOD,8,13241,CREDIT
T0000018743,M0000122,2021-04-29,S025,APPAREL,1,2286,DEBIT
T0000018744,M0000123,2021-04-29,S025,APPAREL,2,2016,DEBIT
T0000018745,M0000123,2021-04-29,S046,FOOD,4,1233,CASH
T0000018746,M0000155,2021-04-29,S018,BOOKS,4,5454,EMONEY
T0000018747,M0000202,2021-04-29,S030,FOOD,4,1948,POINT
T0000018748,M0000245,2021-04-29,S025,FOOD,5,9832,CASH
T0000018749,M0000005,2021-04-30,S043,FOOD,3,8258,CREDIT
