student_id,enrollment_year,department,grade,gender,status,gpa
S20250108,2025,MEDICAL,1,2,ENROLLED,3.5
S20250109,2025,SCIENCE,1,1,ENROLLED,3.37
S20250110,2025,ENGINEERING,1,2,WITHDRAWN,3.1
S20250111,2025,ENGINEERING,1,2,LEAVE,3.08
S20180125,2018,SCIENCE,4,1,ENROLLED,3.38
S20190116,2019,ECONOMICS,4,1,GRADUATED,3.8
S20200107,2020,SCIENCE,4,1,GRADUATED,3.03
S20220111,2022,MEDICAL,4,1,ENROLLED,3.74
S20180126,2018,LITERATURE,4,2,GRADUATED,2.9
S20240124,2024,LITERATURE,2,1,ENROLLED,1.99
S20220112,2022,LITERATURE,4,2,ENROLLED,2.82
S20220113,2022,LITERATURE,4,2,ENROLLED,2.99
S20190117,2019,ENGINEERING,4,2,GRADUATED,2.58
S20200108,2020,ENGINEERING,4,2,GRADUATED,2.89
S20190118,2019,LITERATURE,4,1,GRADUATED,3.34
S20240125,2024,ECONOMICS,2,1,ENROLLED,3.06
S20220114,2022,ENGINEERING,4,2,ENROLLED,3.13
S20230115,2023,LITERATURE,3,1,ENROLLED,2.68
S20200109,2020,SCIENCE,4,1,GRADUATED,2.87
S20200110,2020,SCIENCE,4,2,GRADUATED,3.08
S20210114,2021,ECONOMICS,4,1,GRADUATED,3.67
S20240126,2024,ECONOMICS,2,1,ENROLLED,2.86
S20240127,2024,ECONOMICS,2,1,ENROLLED,3.21
S20190119,2019,ENGINEERING,4,2,GRADUATED,3.31
S20250112,2025,LITERATURE,1,2,ENROLLED,3.26
S20180127,2018,SCIENCE,4,2,GRADUATED,3.65
S20250113,2025,ENGINEERING,1,2,ENROLLED,2.9
S20180128,2018,ENGINEERING,4,2,WITHDRAWN,3.49
S20200111,2020,ENGINEERING,4,1,GRADUATED,2.95
S20240128,2024,LITERATURE,2,2,ENROLLED,2.94
S20190120,2019,LITERATURE,4,2,GRADUATED,2.19
S20210115,2021,ENGINEERING,4,2,GRADUATED,3.35
S20210116,2021,ECONOMICS,4,1,GRADUATED,3.08
S20190121,2019,MEDICAL,6,2,WITHDRAWN,3.35
S20230116,2023,ENGINEERING,3,1,LEAVE,2.71
S20240129,2024,MEDICAL,2,2,ENROLLED,3.95
S20240130,2024,ENGINEERING,2,2,ENROLLED,2.04
S20200112,2020,MEDICAL,6,2,ENROLLED,3.71
S20220115,2022,MEDICAL,4,1,ENROLLED,3.68
S20190122,2019,ENGINEERING,4,2,GRADUATED,3.08
S20190123,2019,ECONOMICS,4,1,GRADUATED,2.34
S20190124,2019,MEDICAL,6,2,GRADUATED,3.81
S20250114,2025,MEDICAL,1,2,ENROLLED,3.79
S20250115,2025,MEDICAL,1,2,ENROLLED,3.65
S20240131,2024,SCIENCE,2,1,ENROLLED,3.57
S20220116,2022,ENGINEERING,4,1,ENROLLED,3.31
S20210117,2021,ECONOMICS,4,2,GRADUATED,3.74
S20220117,2022,SCIENCE,4,2,ENROLLED,3.46
S20220118,2022,SCIENCE,4,1,ENROLLED,2.75
S20210118,2021,LITERATURE,4,2,ENROLLED,2.14
S20190125,2019,SCIENCE,4,2,GRADUATED,3.77
S20190126,2019,ENGINEERING,4,1,ENROLLED,3.24
S20250116,2025,ECONOMICS,1,1,ENROLLED,3.04
S20210119,2021,ENGINEERING,4,1,ENROLLED,3.16
S20250117,2025,ECONOMICS,1,1,ENROLLED,3.44
S20190127,2019,ECONOMICS,4,1,GRADUATED,2.76
S20220119,2022,LITERATURE,4,1,ENROLLED,3.41
S20190128,2019,SCIENCE,4,1,GRADUATED,2.82
S20200113,2020,LITERATURE,4,2,GRADUATED,3.45
S20180129,2018,MEDICAL,6,2,GRADUATED,3.57
S20180130,2018,ECONOMICS,4,2,GRADUATED,3.03
S20250118,2025,LITERATURE,1,1,ENROLLED,3.01
S20200114,2020,ENGINEERING,4,2,GRADUATED,2.78
S20220120,2022,ENGINEERING,4,1,ENROLLED,2.55
S20210120,2021,LITERATURE,4,1,GRADUATED,3.6
S20210121,2021,MEDICAL,5,1,ENROLLED,3.55
S20220121,2022,ECONOMICS,4,1,ENROLLED,2.71
S20190129,2019,ENGINEERING,4,1,GRADUATED,3.23
S20250119,2025,ECONOMICS,1,2,WITHDRAWN,3.66
S20240132,2024,LITERATURE,2,2,WITHDRAWN,3.38
S20230117,2023,ECONOMICS,3,1,WITHDRAWN,3.24
S20210122,2021,ENGINEERING,4,2,GRADUATED,3.16
S20190130,2019,SCIENCE,4,1,GRADUATED,3.33
S20250120,2025,MEDICAL,1,2,ENROLLED,3.89
S20200115,2020,ENGINEERING,4,2,GRADUATED,2.67
S20180131,2018,ECONOMICS,4,1,ENROLLED,3.27
S20200116,2020,MEDICAL,6,1,ENROLLED,3.5
S20240133,2024,ENGINEERING,2,1,ENROLLED,3.5
S20220122,2022,ENGINEERING,4,1,ENROLLED,2.51
S20240134,2024,SCIENCE,2,1,ENROLLED,2.46
S20240135,2024,LITERATURE,2,2,ENROLLED,3.19
S20190131,2019,ENGINEERING,4,2,GRADUATED,2.66
S20250121,2025,LITERATURE,1,2,ENROLLED,2.39
S20210123,2021,ECONOMICS,4,2,GRADUATED,3.71
S20230118,2023,ENGINEERING,3,2,ENROLLED,3.77
S20180132,2018,LITERATURE,4,1,GRADUATED,3.72
S20250122,2025,ECONOMICS,1,1,ENROLLED,3.62
S20200117,2020,SCIENCE,4,2,GRADUATED,2.28
