enrollment_id,student_id,course_code,academic_year,final_grade,attendance_rate
E0000020496,S20210121,C0132,2022,D,77.1
E0000020497,S20210121,C0094,2023,C,75.0
E0000020498,S20210121,C0106,2023,D,73.3
E0000020499,S20210121,C0153,2023,C,73.7
E0000020500,S20210121,C0189,2023,D,62.2
E0000020501,S20210121,C0198,2023,A,81.9
E0000020502,S20210121,C0030,2024,B,64.2
E0000020503,S20210121,C0050,2024,C,59.8
E0000020504,S20210121,C0089,2024,W,22.7
E0000020505,S20210121,C0094,2024,S,99.4
E0000020506,S20210121,C0107,2024,S,96.4
E0000020507,S20210121,C0127,2024,C,85.0
E0000020508,S20210121,C0177,2024,D,73.5
E0000020509,S20210121,C0183,2024,S,94.2
E0000020510,S20210121,C0021,2025,B,73.1
E0000020511,S20210121,C0025,2025,A,93.9
E0000020512,S20210121,C0089,2025,A,82.1
E0000020513,S20210121,C0092,2025,D,51.0
E0000020514,S20210121,C0105,2025,A,86.8
E0000020515,S20210121,C0107,2025,S,94.3
E0000020516,S20210121,C0110,2025,C,64.3
E0000020517,S20210121,C0169,2025,B,98.5
E0000020518,S20210121,C0181,2025,B,89.1
E0000020519,S20210121,C0182,2025,D,68.9
E0000020520,S20210122,C0039,2021,S,99.5
E0000020521,S20210122,C0093,2021,F,35.5
E0000020522,S20210122,C0095,2021,C,75.9
E0000020523,S20210122,C0150,2021,D,53.2
E0000020524,S20210122,C0168,2021,S,99.0
E0000020525,S20210122,C0173,2021,S,99.6
E0000020526,S20210122,C0028,2022,D,47.6
E0000020527,S20210122,C0082,2022,C,77.4
E0000020528,S20210122,C0104,2022,D,64.3
E0000020529,S20210122,C0138,2022,D,51.8
E0000020530,S20210122,C0146,2022,C,73.1
E0000020531,S20210122,C0152,2022,A,81.8
E0000020532,S20210122,C0169,2022,C,66.5
E0000020533,S20210122,C0175,2022,D,67.6
E0000020534,S20210122,C0186,2022,A,95.4
E0000020535,S20210122,C0193,2022,B,88.8
E0000020536,S20210122,C0001,2023,A,94.9
E0000020537,S20210122,C0006,2023,A,81.8
E0000020538,S20210122,C0013,2023,A,91.2
E0000020539,S20210122,C0017,2023,C,71.3
E0000020540,S20210122,C0042,2023,S,95.8
E0000020541,S20210122,C0076,2023,C,72.5
E0000020542,S20210122,C0109,2023,S,91.5
E0000020543,S20210122,C0122,2023,F,33.8
E0000020544,S20210122,C0148,2023,B,86.2
E0000020545,S20210122,C0151,2023,B,83.2
E0000020546,S20210122,C0164,2023,A,86.6
E0000020547,S20210122,C0166,2023,A,87.5
E0000020548,S20210122,C0013,2024,W,24.6
E0000020549,S20210122,C0017,2024,A,86.4
E0000020550,S20210122,C0065,2024,W,11.4
E0000020551,S20210122,C0068,2024,W,19.7
E0000020552,S20210122,C0119,2024,C,70.1
E0000020553,S20210122,C0125,2024,C,71.3
E0000020554,S20210122,C0132,2024,D,69.4
E0000020555,S20210122,C0142,2024,W,28.6
E0000020556,S20210122,C0164,2024,C,83.6
E0000020557,S20210122,C0171,2024,C,66.5
E0000020558,S20210122,C0195,2024,S,96.5
E0000020559,S20210123,C0005,2021,F,33.0
E0000020560,S20210123,C0016,2021,F,48.9
E0000020561,S20210123,C0017,2021,C,70.7
E0000020562,S20210123,C0029,2021,D,59.4
E0000020563,S20210123,C0083,2021,D,73.3
E0000020564,S20210123,C0108,2021,S,95.9
E0000020565,S20210123,C0120,2021,F,35.0
E0000020566,S20210123,C0121,2021,C,53.4
E0000020567,S20210123,C0165,2021,D,70.8
E0000020568,S20210123,C0169,2021,C,62.1
E0000020569,S20210123,C0197,2021,C,73.2
E0000020570,S20210123,C0007,2022,C,65.3
E0000020571,S20210123,C0022,2022,B,83.7
E0000020572,S20210123,C0048,2022,D,61.7
E0000020573,S20210123,C0093,2022,C,65.3
E0000020574,S20210123,C0099,2022,B,71.3
E0000020575,S20210123,C0108,2022,B,75.9
E0000020576,S20210123,C0024,2023,C,80.8
E0000020577,S20210123,C0124,2023,F,42.6
E0000020578,S20210123,C0131,2023,S,95.4
E0000020579,S20210123,C0022,2024,B,79.6
E0000020580,S20210123,C0104,2024,B,65.7
E0000020581,S20210123,C0175,2024,A,81.6
E0000020582,S20210123,C0183,2024,F,47.0
E0000020583,S20210123,C0189,2024,C,77.0
E0000020584,S20220001,C0026,2022,F,39.4
E0000020585,S20220001,C0056,2022,F,49.5
E0000020586,S20220001,C0079,2022,C,58.5
E0000020587,S20220001,C0098,2022,B,64.0
E0000020588,S20220001,C0099,2022,F,22.4
E0000020589,S20220001,C0114,2022,A,86.4
E0000020590,S20220001,C0119,2022,D,53.5
E0000020591,S20220001,C0123,2022,S,95.0
E0000020592,S20220001,C0132,2022,C,85.6
E0000020593,S20220001,C0144,2022,F,32.8
E0000020594,S20220001,C0150,2022,S,97.8
E0000020595,S20220001,C0178,2022,D,58.1
E0000020596,S20220001,C0183,2022,F,36.4
E0000020597,S20220001,C0193,2022,B,86.6
E0000020598,S20220001,C0046,2023,C,65.1
E0000020599,S20220001,C0062,2023,D,78.8
E0000020600,S20220001,C0100,2023,F,44.4
E0000020601,S20220001,C0109,2023,A,90.1
E0000020602,S20220001,C0132,2023,C,87.3
E0000020603,S20220001,C0138,2023,D,77.0
E0000020604,S20220001,C0161,2023,D,69.8
E0000020605,S20220001,C0163,2023,C,57.4
E0000020606,S20220001,C0171,2023,A,81.1
E0000020607,S20220001,C0194,2023,A,83.3
E0000020608,S20220001,C0195,2023,B,75.2
E0000020609,S20220001,C0005,2024,S,98.2
E0000020610,S20220001,C0025,2024,D,48.9
E0000020611,S20220001,C0029,2024,A,99.0
E0000020612,S20220001,C0037,2024,S,98.0
E0000020613,S20220001,C0051,2024,B,91.4
E0000020614,S20220001,C0053,2024,B,82.2
E0000020615,S20220001,C0055,2024,B,69.1
E0000020616,S20220001,C0070,2024,B,78.3
E0000020617,S20220001,C0080,2024,C,61.1
E0000020618,S20220001,C0086,2024,C,81.0
E0000020619,S20220001,C0142,2024,D,62.0
E0000020620,S20220001,C0151,2024,C,83.8
E0000020621,S20220001,C0165,2024,C,58.2
E0000020622,S20220001,C0200,2024,A,88.6
E0000020623,S20220001,C0003,2025,S,93.0
E0000020624,S20220001,C0026,2025,B,73.2
E0000020625,S20220001,C0031,2025,W,22.5
E0000020626,S20220001,C0050,2025,C,74.5
E0000020627,S20220001,C0101,2025,C,73.1
E0000020628,S20220001,C0143,2025,C,65.7
E0000020629,S20220001,C0199,2025,B,87.9
E0000020630,S20220002,C0007,2022,S,92.4
E0000020631,S20220002,C0047,2022,S,99.2
E0000020632,S20220002,C0067,2022,D,72.3
E0000020633,S20220002,C0068,2022,C,89.8
E0000020634,S20220002,C0070,2022,B,86.3
E0000020635,S20220002,C0080,2022,F,41.3
E0000020636,S20220002,C0119,2022,W,25.4
E0000020637,S20220002,C0146,2022,B,83.6
E0000020638,S20220002,C0148,2022,C,63.9
E0000020639,S20220002,C0175,2022,C,63.5
E0000020640,S20220002,C0182,2022,C,70.7
E0000020641,S20220002,C0186,2022,S,97.3
E0000020642,S20220002,C0194,2022,A,85.4
E0000020643,S20220002,C0011,2023,S,90.6
E0000020644,S20220002,C0048,2023,S,90.7
E0000020645,S20220002,C0108,2023,D,62.9
E0000020646,S20220002,C0121,2023,S,96.0
E0000020647,S20220002,C0125,2023,S,90.4
E0000020648,S20220002,C0152,2023,C,63.6
E0000020649,S20220002,C0168,2023,C,74.6
E0000020650,S20220002,C0175,2023,B,84.1
E0000020651,S20220002,C0188,2023,B,96.6
E0000020652,S20220002,C0016,2024,B,79.8
E0000020653,S20220002,C0024,2024,A,88.8
E0000020654,S20220002,C0039,2024,B,79.0
E0000020655,S20220002,C0080,2024,B,85.7
E0000020656,S20220002,C0120,2024,S,98.4
E0000020657,S20220002,C0143,2024,A,94.5
E0000020658,S20220002,C0169,2024,A,83.1
E0000020659,S20220002,C0006,2025,B,96.9
E0000020660,S20220002,C0011,2025,F,48.2
E0000020661,S20220002,C0028,2025,W,10.8
E0000020662,S20220002,C0071,2025,D,79.8
E0000020663,S20220002,C0109,2025,B,87.6
E0000020664,S20220002,C0116,2025,W,15.5
E0000020665,S20220002,C0129,2025,D,51.5
E0000020666,S20220002,C0142,2025,B,71.2
E0000020667,S20220002,C0165,2025,C,61.8
E0000020668,S20220002,C0171,2025,B,73.1
E0000020669,S20220002,C0179,2025,D,57.4
E0000020670,S20220002,C0184,2025,D,73.0
E0000020671,S20220003,C0120,2022,A,86.5
E0000020672,S20220003,C0128,2022,A,90.2
E0000020673,S20220003,C0138,2022,A,94.7
E0000020674,S20220003,C0143,2022,C,66.2
E0000020675,S20220003,C0151,2022,B,78.3
E0000020676,S20220003,C0154,2022,A,81.9
E0000020677,S20220003,C0155,2022,C,68.3
E0000020678,S20220003,C0166,2022,B,66.7
E0000020679,S20220003,C0056,2023,C,82.1
E0000020680,S20220003,C0070,2023,D,51.4
E0000020681,S20220003,C0071,2023,D,74.1
E0000020682,S20220003,C0082,2023,B,81.8
E0000020683,S20220003,C0095,2023,S,93.1
E0000020684,S20220003,C0101,2023,B,81.9
E0000020685,S20220003,C0150,2023,D,67.2
E0000020686,S20220003,C0152,2023,C,73.1
E0000020687,S20220003,C0157,2023,C,64.2
E0000020688,S20220003,C0166,2023,S,96.4
E0000020689,S20220003,C0175,2023,F,30.8
E0000020690,S20220003,C0176,2023,S,98.9
E0000020691,S20220003,C0182,2023,C,83.7
E0000020692,S20220003,C0001,2024,F,35.3
E0000020693,S20220003,C0005,2024,A,89.4
E0000020694,S20220003,C0028,2024,C,70.4
E0000020695,S20220003,C0031,2024,A,89.7
E0000020696,S20220003,C0049,2024,B,84.0
E0000020697,S20220003,C0072,2024,B,73.2
E0000020698,S20220003,C0090,2024,S,94.4
E0000020699,S20220003,C0107,2024,A,86.1
E0000020700,S20220003,C0110,2024,C,64.0
E0000020701,S20220003,C0119,2024,A,86.0
E0000020702,S20220003,C0127,2024,A,89.7
E0000020703,S20220003,C0173,2024,C,69.3
E0000020704,S20220003,C0189,2024,B,73.2
E0000020705,S20220003,C0009,2025,C,82.4
E0000020706,S20220003,C0016,2025,C,79.9
E0000020707,S20220003,C0085,2025,S,95.8
E0000020708,S20220003,C0088,2025,D,71.4
E0000020709,S20220003,C0095,2025,C,69.9
E0000020710,S20220003,C0111,2025,A,85.4
E0000020711,S20220003,C0135,2025,A,93.2
E0000020712,S20220003,C0137,2025,B,79.4
E0000020713,S20220003,C0161,2025,F,36.3
E0000020714,S20220003,C0178,2025,A,98.0
E0000020715,S20220004,C0026,2022,A,81.1
E0000020716,S20220004,C0052,2022,B,63.1
E0000020717,S20220004,C0074,2022,D,74.7
E0000020718,S20220004,C0078,2022,A,93.7
E0000020719,S20220004,C0138,2022,D,50.8
E0000020720,S20220004,C0188,2022,C,82.8
E0000020721,S20220004,C0195,2022,B,71.4
E0000020722,S20220004,C0018,2023,B,70.5
E0000020723,S20220004,C0064,2023,B,68.5
E0000020724,S20220004,C0067,2023,D,57.1
E0000020725,S20220004,C0097,2023,C,70.3
E0000020726,S20220004,C0123,2023,A,85.3
E0000020727,S20220004,C0182,2023,A,85.3
E0000020728,S20220004,C0197,2023,S,96.7
E0000020729,S20220004,C0020,2024,F,33.5
E0000020730,S20220004,C0030,2024,C,66.3
E0000020731,S20220004,C0039,2024,A,83.5
E0000020732,S20220004,C0074,2024,B,78.1
E0000020733,S20220004,C0108,2024,D,72.0
E0000020734,S20220004,C0134,2024,B,85.3
E0000020735,S20220004,C0140,2024,F,31.4
E0000020736,S20220004,C0147,2024,C,62.6
E0000020737,S20220004,C0153,2024,D,51.0
E0000020738,S20220004,C0167,2024,B,81.1
E0000020739,S20220004,C0196,2024,B,69.1
E0000020740,S20220004,C0005,2025,A,93.7
E0000020741,S20220004,C0010,2025,A,89.3
E0000020742,S20220004,C0030,2025,W,27.3
E0000020743,S20220004,C0049,2025,F,49.6
E0000020744,S20220004,C0053,2025,C,74.4
E0000020745,S20220004,C0066,2025,A,82.2
E0000020746,S20220004,C0094,2025,A,92.4
E0000020747,S20220004,C0108,2025,C,86.2
E0000020748,S20220004,C0146,2025,B,73.0
E0000020749,S20220004,C0148,2025,A,80.8
E0000020750,S20220004,C0158,2025,D,74.3
E0000020751,S20220004,C0159,2025,W,29.7
E0000020752,S20220005,C0007,2022,B,94.0
E0000020753,S20220005,C0026,2022,C,72.1
E0000020754,S20220005,C0027,2022,S,94.0
E0000020755,S20220005,C0033,2022,S,97.6
E0000020756,S20220005,C0042,2022,B,76.6
E0000020757,S20220005,C0052,2022,C,68.9
E0000020758,S20220005,C0064,2022,C,80.8
E0000020759,S20220005,C0078,2022,C,74.3
E0000020760,S20220005,C0082,2022,S,91.1
E0000020761,S20220005,C0087,2022,C,75.4
E0000020762,S20220005,C0097,2022,A,99.9
E0000020763,S20220005,C0108,2022,A,88.9
E0000020764,S20220005,C0120,2022,F,29.1
E0000020765,S20220005,C0002,2023,D,72.2
E0000020766,S20220005,C0006,2023,D,53.5
E0000020767,S20220005,C0007,2023,C,62.4
E0000020768,S20220005,C0009,2023,S,92.9
E0000020769,S20220005,C0049,2023,D,47.6
E0000020770,S20220005,C0114,2023,S,98.1
E0000020771,S20220005,C0121,2023,C,71.5
E0000020772,S20220005,C0152,2023,B,82.1
E0000020773,S20220005,C0154,2023,F,23.4
E0000020774,S20220005,C0157,2023,A,85.1
E0000020775,S20220005,C0165,2023,C,59.6
E0000020776,S20220005,C0168,2023,C,59.0
E0000020777,S20220005,C0048,2024,S,91.2
E0000020778,S20220005,C0057,2024,B,96.7
E0000020779,S20220005,C0078,2024,B,82.7
E0000020780,S20220005,C0100,2024,A,81.2
E0000020781,S20220005,C0111,2024,C,78.1
E0000020782,S20220005,C0149,2024,B,61.1
E0000020783,S20220006,C0017,2022,F,48.9
E0000020784,S20220006,C0102,2022,B,89.8
E0000020785,S20220006,C0157,2022,W,12.5
E0000020786,S20220006,C0175,2022,W,19.0
E0000020787,S20220006,C0176,2022,B,66.8
E0000020788,S20220006,C0185,2022,D,70.1
E0000020789,S20220006,C0007,2023,D,47.6
E0000020790,S20220006,C0008,2023,B,65.6
E0000020791,S20220006,C0023,2023,B,82.2
E0000020792,S20220006,C0046,2023,B,88.0
E0000020793,S20220006,C0077,2023,C,64.9
E0000020794,S20220006,C0091,2023,C,65.4
E0000020795,S20220006,C0108,2023,A,81.6
E0000020796,S20220006,C0113,2023,B,70.5
E0000020797,S20220006,C0123,2023,A,84.3
E0000020798,S20220006,C0132,2023,B,71.5
E0000020799,S20220006,C0174,2023,B,88.2
E0000020800,S20220006,C0176,2023,C,71.1
E0000020801,S20220006,C0186,2023,S,90.4
E0000020802,S20220006,C0193,2023,C,77.9
E0000020803,S20220006,C0199,2023,B,78.0
E0000020804,S20220006,C0023,2024,C,59.5
E0000020805,S20220006,C0037,2024,C,78.1
E0000020806,S20220006,C0144,2024,C,75.7
E0000020807,S20220006,C0176,2024,S,98.3
E0000020808,S20220006,C0003,2025,A,91.0
E0000020809,S20220006,C0023,2025,D,53.0
E0000020810,S20220006,C0049,2025,C,89.6
E0000020811,S20220006,C0073,2025,A,84.9
E0000020812,S20220006,C0091,2025,C,87.9
E0000020813,S20220006,C0116,2025,B,72.5
E0000020814,S20220006,C0130,2025,C,73.2
E0000020815,S20220006,C0160,2025,B,79.6
E0000020816,S20220006,C0189,2025,A,80.6
E0000020817,S20220007,C0003,2022,B,85.5
E0000020818,S20220007,C0005,2022,C,71.1
E0000020819,S20220007,C0009,2022,W,23.7
E0000020820,S20220007,C0044,2022,B,81.7
E0000020821,S20220007,C0073,2022,C,77.0
E0000020822,S20220007,C0084,2022,A,99.5
E0000020823,S20220007,C0090,2022,B,77.0
E0000020824,S20220007,C0099,2022,D,57.9
E0000020825,S20220007,C0132,2022,B,87.3
E0000020826,S20220007,C0157,2022,F,42.4
E0000020827,S20220007,C0180,2022,B,96.9
E0000020828,S20220007,C0194,2022,D,74.5
E0000020829,S20220007,C0007,2023,S,100.0
E0000020830,S20220007,C0056,2023,A,80.1
E0000020831,S20220007,C0088,2023,F,49.9
E0000020832,S20220007,C0108,2023,B,76.6
E0000020833,S20220007,C0114,2023,B,72.5
E0000020834,S20220007,C0119,2023,C,87.3
E0000020835,S20220007,C0152,2023,D,59.4
E0000020836,S20220007,C0166,2023,C,66.2
E0000020837,S20220007,C0173,2023,F,45.7
E0000020838,S20220007,C0182,2023,F,32.9
E0000020839,S20220007,C0042,2024,S,98.2
E0000020840,S20220007,C0044,2024,B,83.3
E0000020841,S20220007,C0045,2024,D,67.9
E0000020842,S20220007,C0078,2024,C,82.6
E0000020843,S20220007,C0081,2024,A,93.0
E0000020844,S20220007,C0115,2024,B,65.9
E0000020845,S20220007,C0122,2024,C,74.3
E0000020846,S20220007,C0129,2024,D,74.5
E0000020847,S20220007,C0167,2024,B,80.6
E0000020848,S20220007,C0192,2024,S,90.3
E0000020849,S20220007,C0001,2025,D,76.7
E0000020850,S20220007,C0012,2025,B,68.1
E0000020851,S20220007,C0018,2025,A,95.9
E0000020852,S20220007,C0022,2025,F,46.8
E0000020853,S20220007,C0032,2025,C,79.2
E0000020854,S20220007,C0086,2025,A,96.1
E0000020855,S20220007,C0108,2025,A,86.5
E0000020856,S20220007,C0110,2025,A,98.8
E0000020857,S20220007,C0124,2025,C,73.4
E0000020858,S20220007,C0129,2025,S,98.5
E0000020859,S20220007,C0160,2025,C,76.1
E0000020860,S20220007,C0184,2025,W,9.6
E0000020861,S20220008,C0027,2022,F,34.2
E0000020862,S20220008,C0084,2022,A,85.2
E0000020863,S20220008,C0099,2022,A,90.1
E0000020864,S20220008,C0102,2022,W,24.3
E0000020865,S20220008,C0132,2022,B,81.0
E0000020866,S20220008,C0140,2022,A,89.7
E0000020867,S20220008,C0158,2022,S,90.2
E0000020868,S20220008,C0182,2022,A,87.1
E0000020869,S20220008,C0183,2022,C,73.6
E0000020870,S20220008,C0186,2022,W,5.5
E0000020871,S20220008,C0191,2022,C,63.6
E0000020872,S20220008,C0193,2022,C,74.8
E0000020873,S20220008,C0047,2023,C,59.5
E0000020874,S20220008,C0052,2023,B,86.1
E0000020875,S20220008,C0055,2023,W,22.7
E0000020876,S20220008,C0083,2023,C,65.2
E0000020877,S20220008,C0087,2023,B,77.0
E0000020878,S20220008,C0108,2023,D,44.2
E0000020879,S20220008,C0122,2023,C,70.8
E0000020880,S20220008,C0157,2023,S,99.9
E0000020881,S20220008,C0182,2023,A,84.2
E0000020882,S20220008,C0184,2023,B,79.2
E0000020883,S20220008,C0186,2023,A,85.8
E0000020884,S20220008,C0193,2023,C,52.7
E0000020885,S20220008,C0197,2023,S,94.9
E0000020886,S20220008,C0059,2024,F,36.1
E0000020887,S20220008,C0078,2024,A,89.7
E0000020888,S20220008,C0080,2024,S,100.0
E0000020889,S20220008,C0094,2024,B,78.3
E0000020890,S20220008,C0106,2024,C,57.6
E0000020891,S20220008,C0110,2024,C,78.8
E0000020892,S20220008,C0112,2024,F,40.9
E0000020893,S20220008,C0166,2024,F,46.2
E0000020894,S20220008,C0174,2024,D,54.7
E0000020895,S20220008,C0182,2024,D,73.5
E0000020896,S20220008,C0028,2025,B,70.4
E0000020897,S20220008,C0030,2025,C,51.5
E0000020898,S20220008,C0040,2025,C,64.8
E0000020899,S20220008,C0059,2025,F,32.3
E0000020900,S20220008,C0070,2025,A,92.8
E0000020901,S20220008,C0095,2025,C,70.4
E0000020902,S20220008,C0106,2025,S,98.7
E0000020903,S20220008,C0137,2025,C,85.6
E0000020904,S20220008,C0200,2025,C,71.7
E0000020905,S20220009,C0009,2022,F,32.0
E0000020906,S20220009,C0050,2022,B,80.6
E0000020907,S20220009,C0056,2022,A,87.8
E0000020908,S20220009,C0082,2022,B,74.1
E0000020909,S20220009,C0101,2022,S,98.0
E0000020910,S20220009,C0105,2022,F,49.6
E0000020911,S20220009,C0165,2022,S,90.7
E0000020912,S20220009,C0009,2023,A,82.7
E0000020913,S20220009,C0011,2023,D,75.9
E0000020914,S20220009,C0029,2023,B,72.0
E0000020915,S20220009,C0048,2023,C,71.7
E0000020916,S20220009,C0069,2023,B,83.4
E0000020917,S20220009,C0078,2023,C,89.8
E0000020918,S20220009,C0122,2023,C,88.7
E0000020919,S20220009,C0123,2023,W,8.1
E0000020920,S20220009,C0151,2023,D,71.8
E0000020921,S20220009,C0177,2023,A,91.9
E0000020922,S20220009,C0024,2024,C,65.3
E0000020923,S20220009,C0032,2024,C,84.6
E0000020924,S20220009,C0060,2024,A,80.3
E0000020925,S20220009,C0071,2024,A,85.7
E0000020926,S20220009,C0081,2024,D,54.1
E0000020927,S20220009,C0105,2024,D,58.3
E0000020928,S20220009,C0125,2024,D,50.9
E0000020929,S20220009,C0036,2025,C,68.1
E0000020930,S20220009,C0046,2025,C,66.3
E0000020931,S20220009,C0071,2025,C,51.0
E0000020932,S20220009,C0098,2025,F,29.7
E0000020933,S20220009,C0100,2025,C,79.2
E0000020934,S20220009,C0112,2025,F,42.5
E0000020935,S20220009,C0113,2025,W,26.2
E0000020936,S20220009,C0129,2025,D,79.0
E0000020937,S20220009,C0145,2025,A,86.2
E0000020938,S20220009,C0147,2025,B,97.5
E0000020939,S20220009,C0156,2025,C,63.7
E0000020940,S20220009,C0169,2025,D,58.0
E0000020941,S20220009,C0172,2025,B,85.4
E0000020942,S20220009,C0176,2025,C,62.4
E0000020943,S20220009,C0195,2025,A,83.8
E0000020944,S20220009,C0199,2025,S,97.6
E0000020945,S20220010,C0020,2022,D,65.0
E0000020946,S20220010,C0026,2022,C,75.6
E0000020947,S20220010,C0051,2022,W,24.1
E0000020948,S20220010,C0085,2022,B,67.8
E0000020949,S20220010,C0094,2022,B,93.9
E0000020950,S20220010,C0100,2022,B,87.3
E0000020951,S20220010,C0108,2022,S,94.0
E0000020952,S20220010,C0113,2022,B,75.7
E0000020953,S20220010,C0132,2022,C,86.3
E0000020954,S20220010,C0138,2022,B,64.5
E0000020955,S20220010,C0158,2022,C,82.9
E0000020956,S20220010,C0165,2022,A,85.6
E0000020957,S20220010,C0082,2023,C,67.1
E0000020958,S20220010,C0169,2023,S,90.8
E0000020959,S20220010,C0173,2023,B,79.0
E0000020960,S20220010,C0014,2024,F,39.9
E0000020961,S20220010,C0016,2024,S,92.1
E0000020962,S20220010,C0024,2024,C,61.4
E0000020963,S20220010,C0061,2024,A,97.6
E0000020964,S20220010,C0089,2024,S,92.2
E0000020965,S20220010,C0106,2024,D,52.4
E0000020966,S20220010,C0107,2024,C,59.2
E0000020967,S20220010,C0195,2024,C,78.9
E0000020968,S20220010,C0028,2025,F,38.5
E0000020969,S20220010,C0035,2025,C,69.0
E0000020970,S20220010,C0074,2025,B,95.0
E0000020971,S20220010,C0075,2025,S,96.6
E0000020972,S20220010,C0106,2025,D,63.9
E0000020973,S20220010,C0137,2025,B,99.3
E0000020974,S20220010,C0154,2025,S,99.9
E0000020975,S20220010,C0158,2025,B,70.8
E0000020976,S20220010,C0159,2025,B,64.9
E0000020977,S20220010,C0172,2025,A,84.0
E0000020978,S20220010,C0187,2025,C,74.3
E0000020979,S20220010,C0198,2025,B,82.7
E0000020980,S20220011,C0021,2022,D,57.8
E0000020981,S20220011,C0026,2022,C,76.6
E0000020982,S20220011,C0048,2022,B,81.2
E0000020983,S20220011,C0060,2022,C,59.4
E0000020984,S20220011,C0097,2022,D,58.2
E0000020985,S20220011,C0122,2022,A,88.8
E0000020986,S20220011,C0175,2022,S,95.9
E0000020987,S20220011,C0009,2023,A,98.3
E0000020988,S20220011,C0026,2023,B,77.2
E0000020989,S20220011,C0037,2023,C,76.1
E0000020990,S20220011,C0100,2023,A,88.2
E0000020991,S20220011,C0108,2023,B,74.3
E0000020992,S20220011,C0114,2023,B,76.3
E0000020993,S20220011,C0120,2023,B,65.2
E0000020994,S20220011,C0142,2023,C,58.9
E0000020995,S20220011,C0164,2023,C,61.1
E0000020996,S20220011,C0174,2023,D,50.6
E0000020997,S20220011,C0184,2023,B,98.5
E0000020998,S20220011,C0039,2024,C,63.6
E0000020999,S20220011,C0045,2024,D,45.2
E0000021000,S20220011,C0066,2024,S,90.2
E0000021001,S20220011,C0109,2024,C,70.1
E0000021002,S20220011,C0112,2024,B,79.6
E0000021003,S20220011,C0127,2024,C,77.0
E0000021004,S20220011,C0183,2024,B,79.3
E0000021005,S20220011,C0001,2025,W,23.7
E0000021006,S20220011,C0008,2025,S,98.3
E0000021007,S20220011,C0032,2025,C,67.8
E0000021008,S20220011,C0038,2025,W,23.4
E0000021009,S20220011,C0071,2025,C,55.8
E0000021010,S20220011,C0109,2025,A,93.8
E0000021011,S20220011,C0126,2025,W,10.8
E0000021012,S20220011,C0143,2025,B,89.0
E0000021013,S20220011,C0163,2025,B,70.3
E0000021014,S20220012,C0021,2022,W,15.0
E0000021015,S20220012,C0030,2022,D,44.2
E0000021016,S20220012,C0044,2022,C,59.1
E0000021017,S20220012,C0058,2022,S,98.9
E0000021018,S20220012,C0059,2022,B,97.1
E0000021019,S20220012,C0095,2022,W,26.3
E0000021020,S20220012,C0097,2022,D,41.1
E0000021021,S20220012,C0099,2022,C,84.6
E0000021022,S20220012,C0114,2022,C,70.0
E0000021023,S20220012,C0134,2022,C,72.4
E0000021024,S20220012,C0172,2022,S,95.0
E0000021025,S20220012,C0197,2022,S,98.2
E0000021026,S20220012,C0023,2023,D,56.6
E0000021027,S20220012,C0041,2023,B,85.6
E0000021028,S20220012,C0052,2023,C,77.5
E0000021029,S20220012,C0056,2023,B,65.0
E0000021030,S20220012,C0060,2023,B,77.8
E0000021031,S20220012,C0073,2023,B,89.5
E0000021032,S20220012,C0077,2023,B,86.1
E0000021033,S20220012,C0107,2023,C,73.2
E0000021034,S20220012,C0114,2023,B,85.3
E0000021035,S20220012,C0153,2023,F,37.1
E0000021036,S20220012,C0157,2023,S,90.3
E0000021037,S20220012,C0158,2023,B,77.5
E0000021038,S20220012,C0159,2023,B,74.6
E0000021039,S20220012,C0020,2024,B,76.8
E0000021040,S20220012,C0028,2024,C,82.2
E0000021041,S20220012,C0029,2024,F,33.9
E0000021042,S20220012,C0038,2024,B,83.5
E0000021043,S20220012,C0040,2024,F,49.0
E0000021044,S20220012,C0050,2024,D,52.8
E0000021045,S20220012,C0053,2024,C,75.7
E0000021046,S20220012,C0056,2024,C,75.0
E0000021047,S20220012,C0061,2024,D,68.5
E0000021048,S20220012,C0089,2024,S,95.5
E0000021049,S20220012,C0092,2024,D,55.6
E0000021050,S20220012,C0095,2024,C,72.6
E0000021051,S20220012,C0132,2024,A,97.6
E0000021052,S20220012,C0166,2024,F,48.3
E0000021053,S20220012,C0177,2024,B,79.9
E0000021054,S20220012,C0179,2024,D,70.8
E0000021055,S20220012,C0016,2025,B,80.3
E0000021056,S20220012,C0020,2025,B,87.4
E0000021057,S20220012,C0074,2025,W,3.2
E0000021058,S20220012,C0075,2025,C,74.9
E0000021059,S20220012,C0094,2025,A,88.9
E0000021060,S20220012,C0111,2025,D,52.0
E0000021061,S20220012,C0153,2025,A,81.5
E0000021062,S20220012,C0157,2025,C,67.7
E0000021063,S20220012,C0196,2025,C,71.3
E0000021064,S20220013,C0022,2022,A,86.2
E0000021065,S20220013,C0078,2022,C,62.0
E0000021066,S20220013,C0081,2022,B,84.6
E0000021067,S20220013,C0088,2022,B,96.0
E0000021068,S20220013,C0100,2022,F,36.1
E0000021069,S20220013,C0103,2022,A,94.7
E0000021070,S20220013,C0118,2022,A,96.5
E0000021071,S20220013,C0147,2022,B,66.1
E0000021072,S20220013,C0172,2022,B,68.2
E0000021073,S20220013,C0174,2022,B,92.6
E0000021074,S20220013,C0018,2023,S,99.2
E0000021075,S20220013,C0027,2023,A,89.9
E0000021076,S20220013,C0052,2023,W,9.5
E0000021077,S20220013,C0064,2023,W,5.2
